#bp.overlap	chr	cpgnum	entrez	gcnum	genesym	name	obsexp	refgene	start	stop	pval	qval	Class	nonzero_frac	avgGrpA	avgGrpB	150410_MCS0001_V1D_CACGAT_L002_R1	150410_MCS0002_V1D_ATACGG_L008_R1	150410_MCS0004_V1D_GATGCT_L008_R1	150410_MCSLNP4014_V1D_GGCCTG_L008_R1	150410_MCSLNP4015_V1D_TGAATG_L002_R1	MCSLNP4021_V1D
404	chr1	42	10946	285	SF3A3	CpG:42	0.84	NM_006802	38461584	38461988	0.772312139	0.89552882	0	0.900793651	0.017691124	0.023130269	0.034072427	0.017897922	0.001103022	0.019655118	0.016122181	0.03361351
1281;1281;1281;1281;1281;1281	chr22	116	2130;2130;2130;2130;2130;25807	796	EWSR1;EWSR1;EWSR1;EWSR1;EWSR1;RHBDD3	CpG:116	0.94	NM_013986;NM_001163285;NM_005243;NM_001163287;NM_001163286;NM_012265	29663622	29664903	0.772365473	0.89552882	0	0.39520202	0.00023883	0.000291671	0.000396338	0.000320151	0	0	0.00033851	0.000536504
670	chr11	61	406918	434	MIR129-2	CpG:61	0.87	NR_029697	43602545	43603215	0.772427954	0.89552882	0	0.631147541	0.000740524	0.001264102	0.000787416	0.000690561	0.000743596	0.00282084	0.000360894	0.000610572
760;760;760;760;760;760;760;760;760	chr4	56	50859;50859;50859;50859;50859;50859;50859;50859;50859	463	SPOCK3;SPOCK3;SPOCK3;SPOCK3;SPOCK3;SPOCK3;SPOCK3;SPOCK3;SPOCK3	CpG:56	0.8	NM_001204358;NM_001204355;NM_001204354;NM_016950;NM_001204356;NM_001204352;NM_001040159;NM_001251967;NM_001204353	168155005	168155765	0.772920888	0.89552882	0	0.658469945	0.000668317	0.002105674	1.65282E-05	0.001126235	0.000862188	7.05775E-05	0.000380389	0.005866055
916;586	chr16	73	10381;10381	586	TUBB3;TUBB3	CpG:73	0.78	NM_006086;NM_001197181	89988830	89989746	0.772993245	0.89552882	0	0.31372549	0.000206391	0.000303454	0.000613288	0	5.88379E-06	0	2.2474E-05	0.000887887
374	chr8	53	137886	280	UBXN2B	CpG:53	1.04	NM_001077619	59323806	59324180	0.773040378	0.89552882	0	0.713836478	0.000515551	0.002549729	0.001476898	1.09445E-05	5.88117E-05	0.000204131	0.000166753	0.007278303
1937	chr15	147	79705	1067	LRRK1	CpG:147	1	NM_024652	101458286	101460223	0.773097571	0.89552882	0	0.289340102	0.000141893	0.000354218	0.000150726	0.00023433	4.06229E-05	0	0.000243621	0.000819034
1161;1161;1161	chr5	98	2107;2107;2107	752	ETF1;ETF1;ETF1	CpG:98	0.8	NM_004730;NR_045994;NR_045992	137878264	137879425	0.773323468	0.89552882	0	0.347484277	0.000333555	0.000396134	0.000523981	0	0.000476686	0.000271729	0	0.000916673
545	chr2	44	389058	351	SP5	CpG:44	0.83	NM_001003845	171568322	171568867	0.773340829	0.89552882	0	0.954545455	0.004970845	0.007412409	0.004045365	0.005702409	0.00516476	0.004721271	0.001041086	0.01647487
1108;1120	chr3	117	27107;100009676	763	ZBTB11;LOC100009676	CpG:117	0.9	NM_014415;NR_024407	101394976	101396096	0.77350043	0.89552882	0	0.276353276	0.000120399	0.002215303	0	0.000361196	0	4.72061E-05	4.05524E-06	0.006594649
587;587;587	chr9	60	7270;7270;389799	398	TTF1;TTF1;C9orf171	CpG:60	0.89	NM_007344;NM_001205296;NM_207417	135285310	135285897	0.773517617	0.89552882	0	0.604166667	0.000687414	0.001247057	0.001635421	0	0.000426821	1.54709E-05	0.000320849	0.00340485
624;624	chr21	54	54943;54943	410	DNAJC28;DNAJC28	CpG:54	0.81	NM_017833;NM_001040192	34863644	34864268	0.77355286	0.89552882	0	0.342592593	0.000308018	0.001342967	0.000924054	0	0	0	0.00027115	0.003757752
611	chr4	58	10874	408	NMU	CpG:58	0.86	NM_006681	56501912	56502523	0.773562151	0.89552882	0	0.471751412	0.000650231	0.000526546	0	0.001109764	0.000840929	0.001492221	0	8.74161E-05
277	chr1	23	63950	188	DMRTA2	CpG:23	0.72	NM_032110	50893468	50893745	0.773596875	0.89552882	0	0.992753623	0.001385027	0.002327135	0.000343766	0.003002696	0.000808619	0.005075514	0.001511659	0.000394231
211;211	chr1	19	3608;4881	118	ILF2;NPR1	CpG:19	1.24	NM_004515;NM_000906	153643318	153643529	0.773633719	0.89552882	0	0.350877193	0.000673531	0.000750335	0.002020592	0	0	0	0.000425529	0.001825476
335	chr20	29	25980	216	AAR2	CpG:29	0.83	NM_015511	34824287	34824622	0.773866443	0.89552882	0	0.712643678	0.000518811	0.002290857	0.001011134	4.92508E-05	0.000496049	0.000333613	0.000617437	0.005921521
1655;1655	chr20	177	11122;11122	1143	PTPRT;PTPRT	CpG:177	0.94	NM_133170;NM_007050	41817475	41819212	0.774048511	0.89552882	0	0.711442786	0.000761609	0.001429556	0.000520563	0.001261492	0.000502773	0.002478847	0.00088923	0.000920592
2326	chr8	253	63978	1951	PRDM14	CpG:253	0.8	NM_024504	70981873	70984888	0.774110464	0.89552882	0	0.949745547	0.003594897	0.00472342	0.002343735	0.004061487	0.004379469	0.008689539	0.001454312	0.004026409
512;1133;1133	chr6	86	441177;90632;90632	746	LINC00602;LINC00473;LINC00473	CpG:86	0.7	NR_027284;NR_026860;NR_026861	166401526	166402659	0.77456995	0.89552882	0	0.71124031	0.001351473	0.001623989	0.001297833	0.000491395	0.00226519	0.003545057	0.000537127	0.000789782
584;584	chr14	63	64093;64093	429	SMOC1;SMOC1	CpG:63	0.82	NM_001034852;NM_022137	70345943	70346527	0.77484382	0.89552882	0	0.727513228	0.001025532	0.003085341	0.001858148	0.000255343	0.000963107	0.000579795	0.000662025	0.008014202
969;969;969;969;969	chr1	95	117178;117178;117178;117178;117178	620	SSX2IP;SSX2IP;SSX2IP;SSX2IP;SSX2IP	CpG:95	0.99	NM_001166293;NM_014021;NM_001166294;NM_001166295;NM_001166417	85155605	85156574	0.775002151	0.89552882	0	0.418103448	0.000300582	0.000344298	0.000901745	0	0	0.000338852	8.28052E-06	0.000685761
1238	chr15	147	56905	960	C15orf39	CpG:147	0.87	NM_015492	75493982	75495331	0.775082573	0.89552882	0	0.361471861	0.000183161	0.000157534	0.000221376	0	0.000328108	0.000281566	0	0.000191037
1287	chr10	133	5305	901	PIP4K2A	CpG:133	1.08	NM_005028	23002155	23003790	0.775083192	0.89552882	0	0.388609715	0.000126288	0.000503719	6.79105E-05	0.000280666	3.02871E-05	4.83103E-05	0.000100125	0.001362721
574;574;574;574;574;574;574	chr6	46	780;780;780;780;780;780;100616237	317	DDR1;DDR1;DDR1;DDR1;DDR1;DDR1;MIR4640	CpG:46	1.06	NM_001202523;NM_001202521;NM_001202522;NM_013994;NM_001954;NM_013993;NR_039783	30852102	30852676	0.775266885	0.89552882	0	0.537878788	0.000563738	0.000933439	0	0.001691215	0	0.000126339	0.000797522	0.001876455
204	chr11	17	8665	140	EIF3F	CpG:17	0.72	NM_003754	8009047	8009251	0.775354826	0.89552882	0	0.470588235	0.000270811	0.000529867	0.000812434	0	0	0.00014525	0	0.00144435
493;493	chr12	53	25766;NA	339	PRPF40B;NA	CpG:53	0.91	NM_001031698;NM_012272	50016973	50017466	0.775376373	0.89552882	0	0.391534392	0.000275835	0.000191801	0.000827505	0	0	0	0.000100572	0.00047483
299	chr1	27	27042	172	DIEXF	CpG:27	1.09	NM_014388	210001129	210001428	0.775459166	0.89552882	0	0.685185185	0.001249529	0.003756368	2.41425E-05	0.002353631	0.001370812	0.001013103	4.52528E-05	0.010210749
473;473	chr4	45	550112;55236	334	LOC550112;UBA6	CpG:45	0.76	NR_015439;NM_018227	68566603	68567076	0.77553776	0.89552882	0	0.396296296	0.000550203	0.002093016	1.8658E-05	0.000677656	0.000954294	0	0	0.006279047
1493	chr3	141	9881	1009	TRANK1	CpG:141	0.83	NM_014831	36985540	36987041	0.775700922	0.89552882	0	0.741134752	0.009717565	0.012497694	0.008494467	0.008145656	0.012512573	0.013495329	0.008102103	0.015895648
249;249	chr17	19	6928;6928	160	HNF1B;HNF1B	CpG:19	0.8	NM_001165923;NM_000458	36105334	36105583	0.775752582	0.89552882	0	0.833333333	0.007130904	0.010674558	0.006287182	0.01282156	0.002283971	0.025502826	1.538E-06	0.006519308
939	chr7	123	168455	775	CCDC71L	CpG:123	0.96	NM_175884	106300402	106301573	0.775842038	0.89552882	0	0.484741784	0.000582248	0.000543187	2.47849E-05	0.001721959	0	1.98424E-05	0.000391877	0.001217843
795	chr6	86	11231	536	SEC63	CpG:86	0.97	NM_007214	108278909	108279704	0.776017256	0.89552882	0	0.523049645	0.000356617	0.001225555	0.001037519	3.21155E-05	2.16484E-07	1.66583E-05	0.000121304	0.003538702
496;496;496	chr17	43	6169;6169;94015	321	RPL38;RPL38;TTYH2	CpG:43	0.84	NM_000999;NM_001035258;NM_032646	72199932	72200428	0.776085672	0.89552882	0	0.403100775	0.000365341	0.001919203	0.001061887	3.41358E-05	0	5.39864E-08	0.000216321	0.005541235
1454;1454	chr19	121	100616163;64857	1008	MIR4530;PLEKHG2	CpG:121	0.69	NR_039755;NM_022835	39903036	39904490	0.776305776	0.89552882	0	0.432506887	0.000613783	0.001347256	0.001199292	3.26493E-05	0.000609407	0.000126057	0.000418603	0.003497108
514;514;514	chr11	57	338645;338645;338645	342	LUZP2;LUZP2;LUZP2	CpG:57	1.02	NM_001009909;NM_001252008;NM_001252010	24518224	24518738	0.776421348	0.89552882	0	0.780701754	0.002534254	0.004370553	0	0.005250565	0.002352198	0.008801564	0.003323344	0.000986752
630	chr1	78	54936	459	ADPRHL2	CpG:78	0.96	NM_017825	36554325	36554955	0.776504782	0.89552882	0	0.290598291	0.000188707	0.004104696	0.00056612	0	0	0	5.04368E-05	0.012263653
541;541	chr19	59	56927;9322	388	GPR108;TRIP10	CpG:59	0.86	NM_001080452;NM_004240	6737239	6737780	0.776626983	0.89552882	0	0.197740113	0.000253832	0.001218813	0.000563644	0	0.000197853	0	0	0.00365644
912	chr7	82	27075	595	TSPAN13	CpG:82	0.87	NM_014399	16793188	16794100	0.77666408	0.89552882	0	0.446886447	0.001450544	0.000920768	0.003631672	0.000719959	0	0	0.001169988	0.001592316
683;683	chr10	70	5328;5328	477	PLAU;PLAU	CpG:70	0.84	NM_002658;NM_001145031	75670696	75671379	0.776713883	0.89552882	0	0.326576577	0.00023494	0.000541161	0.000704735	8.3512E-08	0	0.000156764	0	0.001466718
1079;1059;1059;1059;1079	chr3	111	100507086;1739;1739;1739;100616216	741	DLG1-AS1;DLG1;DLG1;DLG1;MIR4797	CpG:111	0.88	NR_038289;NM_001204386;NM_004087;NM_001098424;NR_039960	197024427	197025506	0.776849648	0.89552882	0	0.338842975	0.000268306	0.000344289	0.000432369	0	0.000372549	0.000357768	0	0.0006751
512;512;512;512	chr20	44	5360;5360;5360;5360	352	PLTP;PLTP;PLTP;PLTP	CpG:44	0.73	NM_001242921;NM_001242920;NM_006227;NM_182676	44540445	44540957	0.776854125	0.89552882	0	0.477272727	0.000647859	0.001251278	0.001175966	0.00076761	0	0	0.000997816	0.002756019
1145;1145	chr12	115	91010;91010	759	FMNL3;FMNL3	CpG:115	0.91	NM_198900;NM_175736	50100442	50101587	0.776874336	0.89552882	0	0.477272727	0.00054682	0.000796058	0.000112368	0.001333498	0.000194594	0.000670366	0.000235522	0.001482286
930;930	chr9	93	26995;51117	602	TRUB2;COQ4	CpG:93	0.96	NM_015679;NM_016035	131084541	131085471	0.777027915	0.89552882	0	0.318996416	0.000127366	0.001284123	0	0.000382099	0	0	8.19608E-05	0.00377041
904;904	chr15	84	11261;161829	571	CHP1;EXD1	CpG:84	0.93	NM_007236;NM_152596	41522828	41523732	0.77714842	0.89552882	0	0.378968254	0.000298668	0.002624974	0	0.000498098	0.000397904	8.51317E-05	3.70538E-05	0.007752737
333	chr4	28	57721	194	METTL14	CpG:28	1.02	NM_020961	119606477	119606810	0.777195469	0.89552882	0	0.494047619	0.000614728	0.001102336	0.001844184	0	0	0	0.000476951	0.002830056
1023;1023;1023	chr17	100	27043;409;409	724	PELP1;ARRB2;ARRB2	CpG:100	0.82	NM_014389;NM_004313;NM_199004	4613400	4614423	0.777364076	0.89552882	0	0.308333333	0.000225331	0.000990549	0	0.000675992	0	0	0.00017187	0.002799776
1883;1133	chr6	156	1871;1871	1179	E2F3;E2F3	CpG:156	0.85	NM_001243076;NM_001949	20402003	20403886	0.777646343	0.89552882	0	0.317504655	0.000145848	0.000283732	0.000292272	0	0.000145273	0	0.000258014	0.000593182
2072	chr16	184	7023	1477	TFAP4	CpG:184	0.82	NM_003223	4321639	4324073	0.777710063	0.89552882	0	0.406754772	0.000304663	0.000453289	0.000691397	0	0.000222593	0.000191512	0.000196845	0.00097151
916;916	chr12	101	636;636	621	BICD1;BICD1	CpG:101	0.96	NM_001714;NM_001003398	32259249	32260165	0.77789737	0.89552882	0	0.5	0.000371619	0.000548033	0.000777707	0	0.000337149	0.000248909	5.30379E-05	0.001342153
443	chr2	60	80210	324	ARMC9	CpG:60	1.01	NM_025139	232063173	232063616	0.778004149	0.89552882	0	0.372222222	0.000238447	0.001506828	0.000715342	0	0	0	0.000135543	0.004384939
1569;1569;1569	chr11	145	26472;5331;5331	1026	PPP1R14B;PLCB3;PLCB3	CpG:145	0.87	NM_138689;NM_000932;NM_001184883	64013772	64015341	0.778109822	0.89552882	0	0.548484848	0.00270721	0.004550986	0.001383064	0.002197201	0.004541363	0.004964465	0.005105156	0.003583338
582	chr8	72	137682	424	NDUFAF6	CpG:72	0.95	NM_152416	96037018	96037600	0.778121906	0.89552882	0	0.615740741	0.000530117	0.002889385	0.00148848	8.98405E-05	1.20295E-05	0.000149024	0.000250687	0.008268444
484;484;484	chr10	40	5660;5660;5660	342	PSAP;PSAP;PSAP	CpG:40	0.67	NM_001042466;NM_001042465;NM_002778	73610661	73611145	0.778168211	0.89552882	0	0.666666667	0.000446417	0.002128271	0.000648312	0.000128372	0.000562566	3.65306E-05	0.000393673	0.00595461
869;869;869	chr8	90	11160;11160;11160	584	ERLIN2;ERLIN2;ERLIN2	CpG:90	0.92	NM_001003791;NM_007175;NM_001003790	37593834	37594703	0.778829602	0.89552882	0	0.524074074	0.000620587	0.00180259	0.001162592	0.00013774	0.00056143	0.000513637	0	0.004894133
276;276	chr3	21	7474;7474	180	WNT5A;WNT5A	CpG:21	0.73	NM_001256105;NM_003392	55522560	55522836	0.778850485	0.89552882	0	0.722222222	0.000662181	0.001059955	2.5626E-06	0.001983956	2.45756E-08	0.001910575	0.000107979	0.001161311
1015	chr10	100	56889	658	TM9SF3	CpG:100	0.95	NM_020123	98346049	98347064	0.779317468	0.89552882	0	0.374666667	0.000388368	0.000115214	0.000837039	0.000328066	0	0	0	0.000345643
752	chr19	77	5424	536	POLD1	CpG:77	0.89	NM_002691	50887181	50887933	0.7793631	0.89552882	0	0.333333333	0.000455563	0.00367228	0.00135886	7.82984E-06	0	0.000209185	0	0.010807655
433;433	chr3	47	23218;151903	282	NBEAL2;CCDC12	CpG:47	1.1	NM_015175;NM_144716	47017879	47018312	0.77952408	0.89552882	0	0.397163121	0.000341883	0.001764056	0.001025649	0	0	0	0.000164487	0.005127681
3204;3204	chr14	298	23034;23034	2131	SAMD4A;SAMD4A	CpG:298	0.85	NM_015589;NM_001161576	55031826	55035030	0.779751985	0.89552882	0	0.144927536	0.000108335	0.000127469	0.000162474	4.3477E-05	0.000119055	0	0.00020143	0.000180977
847;847;847	chr15	78	26263;26263;26263	563	FBXO22;FBXO22;FBXO22	CpG:78	0.84	NM_012170;NM_147188;NR_037623	76196103	76196950	0.779873329	0.89552882	0	0.303418803	0.000258091	0.00169838	1.48667E-07	0.00012632	0.000647803	1.41949E-06	1.03897E-05	0.00508333
580;580	chr19	56	84634;91300	367	KISS1R;R3HDM4	CpG:56	0.98	NM_032551;NM_138774	913135	913715	0.780218949	0.89552882	0	0.419191919	0.000322333	0.00320731	0.000967	0	0	0.00014027	9.623E-06	0.009472036
626	chr2	69	4705	453	NDUFA10	CpG:69	0.86	NM_004544	240964645	240965271	0.780309996	0.89552882	0	0.369565217	0.00025858	0.001476557	0.000771623	1.80899E-06	2.30698E-06	4.90448E-05	5.75941E-05	0.004323033
569	chr11	48	8538	348	BARX2	CpG:48	0.91	NM_003658	129243998	129244567	0.780333529	0.89552882	0	0.600694444	0.000638109	0.001453507	0.001034516	0.00087981	0	0.004151612	0	0.00020891
790	chr11	100	4004	559	LMO1	CpG:100	1.01	NM_002315	8289532	8290322	0.780364024	0.89552882	0	0.696428571	0.000719863	0.000709152	0.000933901	0.000498806	0.000726882	0.000514222	2.26399E-05	0.001590594
649;649;649	chr4	59	55345;51574;51574	374	C4orf21;LARP7;LARP7	CpG:59	1.11	NM_018392;NM_016648;NM_015454	113558032	113558681	0.780386913	0.89552882	0	0.344632768	0.000353447	0.001919551	0	0.000679147	0.000381193	0	0.000368812	0.005389841
208	chr19	28	2828	157	GPR4	CpG:28	0.95	NM_005282	46105259	46105467	0.780482473	0.89552882	0	0.666666667	0.002942682	0.00274041	0.005787178	0	0.003040867	0	0.00055348	0.007667749
311;311	chr3	21	23066;23066	222	CAND2;CAND2	CpG:21	0.66	NM_012298;NM_001162499	12838471	12838782	0.780677239	0.89552882	0	1	0.021634235	0.017964852	0.009734303	0.039876995	0.015291407	0.027082627	0.015827365	0.010984566
733	chr19	62	284439	468	SLC25A42	CpG:62	0.84	NM_178526	19174262	19174995	0.780868909	0.89552882	0	0.47972973	0.000500675	0.000814105	0	0.000686034	0.00081599	0.000998944	4.93592E-05	0.001394011
1519;1519;1519;1519;1519;857	chr17	130	8578;8578;8578;8578;8578;83547	975	SCARF1;SCARF1;SCARF1;SCARF1;SCARF1;RILP	CpG:130	0.83	NM_145352;NR_028075;NM_145350;NM_003693;NR_028076;NM_031430	1551730	1553249	0.781011849	0.89552882	0	0.5	0.000949393	0.002426638	0.00033331	0.000361892	0.002152976	0.001385303	0.000650803	0.005243809
876	chr7	94	2768	520	GNA12	CpG:94	1.22	NM_007353	2883438	2884314	0.781017481	0.89552882	0	0.365079365	0.000138404	0.00049264	0.000415211	0	0	7.88732E-05	3.76461E-06	0.001395282
385	chr22	48	8940	271	TOP3B	CpG:48	1.02	NM_003935	22336948	22337333	0.781146538	0.89552882	0	0.229166667	1.93661E-06	0.0022956	2.36827E-06	0	3.44158E-06	0	4.54044E-07	0.006886346
1197;1197	chr5	102	3156;3156	773	HMGCR;HMGCR	CpG:102	0.83	NM_000859;NM_001130996	74632476	74633673	0.781226815	0.89552882	0	0.290849673	0.000136437	0.000293315	0	0	0.000409311	0.000425109	0	0.000454835
777	chr6	83	9532	523	BAG2	CpG:83	0.94	NM_004282	57036954	57037731	0.781285528	0.89552882	0	0.637362637	0.000802568	0.001173247	0.000318291	0.001583225	0.000506188	0.000166255	0.000612818	0.002740667
426	chr1	33	55599	244	RNPC3	CpG:33	0.94	NM_017619	104068487	104068913	0.781322623	0.89552882	0	0.368686869	0.000597607	0.00033102	0.001545181	0	0.000247641	0	0.000164698	0.000828363
303;303;303;303;303;303;303	chr10	26	6229;6229;6229;6229;6229;6229;11128	184	RPS24;RPS24;RPS24;RPS24;RPS24;RPS24;POLR3A	CpG:26	0.97	NM_001026;NM_001142282;NM_001142283;NM_001142284;NM_033022;NM_001142285;NM_007055	79789138	79789441	0.781603103	0.89552882	0	0.512820513	0.001538803	0.002879502	0.001972502	0	0.002643908	0	7.35489E-08	0.008638433
551;551;551;551	chr1	52	27005;27005;5498;5498	389	USP21;USP21;PPOX;PPOX	CpG:52	0.79	NM_012475;NM_001014443;NM_000309;NM_001122764	161129138	161129689	0.782062857	0.89552882	0	0.528846154	0.00055924	0.004885936	0	0.000706015	0.000971705	0	9.86868E-05	0.014559122
1260	chr16	105	85407	709	NKD1	CpG:105	1.05	NM_033119	50581475	50582735	0.782144314	0.89552882	0	0.307606264	0.000210797	0.000973369	0.000576574	5.58173E-05	0	0	0.000278994	0.002641113
1276	chr1	138	57710	921	KIAA1614	CpG:138	0.83	NM_020950	180881316	180882592	0.782239699	0.89552882	0	0.755102041	0.00422876	0.006056879	0.001688713	0.00583415	0.005163416	0.009526704	0.004306116	0.004337818
754;754;754;754	chr3	60	3921;3921;6044;574040	472	RPSA;RPSA;SNORA62;SNORA6	CpG:60	0.81	NM_001012321;NM_002295;NR_002324;NR_002325	39447890	39448644	0.782271361	0.89552882	0	0.372222222	0.000290656	0.001151507	0.000871969	0	0	0	0.000141692	0.00331283
563	chr11	58	23279	375	NUP160	CpG:58	0.94	NM_015231	47869793	47870356	0.782281184	0.89552882	0	0.298850575	9.3702E-05	0.001361385	0	0.000281106	0	0	5.84219E-05	0.004025733
211	chr4	20	8633	129	UNC5C	CpG:20	1.02	NM_003728	96469456	96469667	0.78238876	0.89552882	0	0.666666667	0.000740419	0.001299199	0	0	0.002221256	0.002581627	0.000453036	0.000862935
2867;2867;1873;1873;1873;1873;2867	chr10	238	6935;6935;6935;6935;6935;6935;220930	1640	ZEB1;ZEB1;ZEB1;ZEB1;ZEB1;ZEB1;ZEB1-AS1	CpG:238	1.01	NM_001128128;NM_001174094;NM_001174093;NM_030751;NM_001174096;NM_001174095;NR_024284	31607227	31610094	0.782484655	0.89552882	0	0.276608187	0.000164779	0.000492469	0.000317044	0	0.000177294	0.000108289	0.000163845	0.001205273
2958	chr4	291	9353	2335	SLIT2	CpG:291	0.77	NM_004787	20253276	20256868	0.782489948	0.89552882	0	0.765555556	0.001975326	0.002262224	0.000978293	0.002796476	0.00215121	0.004145606	0.002233168	0.000407899
2076	chr19	207	390874	1437	ONECUT3	CpG:207	0.83	NM_001080488	1748167	1750243	0.782604522	0.89552882	0	0.445249597	0.000229847	0.000423483	0	0.000204154	0.000485387	0.000418948	0.000635474	0.000216026
515	chr17	52	326624	343	RAB37	CpG:52	0.91	NM_175738	72667195	72667710	0.782854027	0.89552882	0	1	0.013960818	0.011561671	0.002934905	0.010058161	0.028889387	0.020377229	0.004850573	0.009457212
1095	chr7	105	9734	695	HDAC9	CpG:105	0.97	NM_001204144	18125914	18127009	0.783273047	0.89552882	0	0.483709273	0.000929527	0.002319311	8.0476E-06	0.000716091	0.002064442	0.001248266	0.001103965	0.004605703
3752;3752;1354	chr10	278	9184;9184;3167	2289	BUB3;BUB3;HMX2	CpG:278	0.8	NM_001007793;NM_004725;NM_005519	124907283	124911035	0.78344157	0.89552882	0	0.645539906	0.001034691	0.001834406	0.00055264	0.00227647	0.000274963	0.003707931	0.001189573	0.000605715
688	chr9	79	195827	461	AAED1	CpG:79	1.03	NM_153698	99416904	99417592	0.783459488	0.89552882	0	0.5	0.000528162	0.00093473	0.000735578	0.00084756	1.34917E-06	3.75375E-06	0.000489297	0.002311139
675;675;675;675	chr1	159	7804;7804;7804;7804	1172	LRP8;LRP8;LRP8;LRP8	CpG:159	0.84	NM_004631;NM_033300;NM_001018054;NM_017522	53791687	53793496	0.783546414	0.89552882	0	0.368836292	0.00020475	0.001010259	0.00048394	0.000113649	1.66616E-05	5.16427E-06	0.00026732	0.002758292
364	chr10	39	64318	242	NOC3L	CpG:39	0.97	NM_022451	96122540	96122904	0.78356554	0.89552882	0	0.397435897	4.7332E-05	0.000591101	0.0001404	1.5956E-06	0	2.61671E-05	0	0.001747135
290;290	chr19	25	5739;94235	195	PTGIR;GNG8	CpG:25	0.77	NM_000960;NM_033258	47137780	47138070	0.783651739	0.89552882	0	0.306666667	0.000734266	0.00082512	0.000788689	0.001414108	0	0	0	0.002475361
1433	chr16	130	64386	972	MMP25	CpG:130	0.8	NM_022468	3095600	3097033	0.783996949	0.89552882	0	0.278554779	0.000224195	0.000817145	0.000319238	0	0.000353347	1.48695E-07	0.000215254	0.002236033
391	chr5	32	153443	230	SRFBP1	CpG:32	0.96	NM_152546	121297504	121297895	0.784038954	0.89552882	0	0.5	0.000442584	0.001127274	0.001327753	0	0	2.70066E-05	0.000123065	0.003231752
751	chr8	69	100287846	543	LOC100287846	CpG:69	0.7	NR_037168	48100163	48100914	0.784169745	0.89552882	0	0.821256039	0.004601175	0.006875608	0.001654785	0.007034704	0.005114037	0.008331306	0.001782156	0.010513361
1006	chr19	108	51588	673	PIAS4	CpG:108	0.96	NM_015897	4007161	4008167	0.784364557	0.89552882	0	0.44973545	0.000272077	0.001759284	0.000415211	0	0.000401021	0	0.000167075	0.005110778
777;777;777;777;777;777	chr15	84	81614;81614;81614;81614;81614;81614	515	NIPA2;NIPA2;NIPA2;NIPA2;NIPA2;NIPA2	CpG:84	0.99	NM_001008892;NM_001008894;NM_001184889;NM_001008860;NM_001184888;NM_030922	23033933	23034710	0.784612405	0.89552882	0	0.43452381	0.000144036	0.00184542	0.000256669	0.00017544	0	2.34755E-05	0.00016415	0.005348636
