s__Enterococcus_B hirae	GCA_000271405.2
s__Carboxydothermus hydrogenoformans	GCF_000012865.1
s__Clostridium_P perfringens	GCF_000013285.1
s__Shewanella denitrificans	GCF_000013765.1
s__Roseobacter denitrificans	GCF_000014045.1
s__Syntrophobacter fumaroxidans	GCF_000014965.1
s__Clostridium_B kluyveri	GCF_000016505.1
s__Lachnoclostridium phytofermentans	GCF_000018685.1
s__Coprothermobacter proteolyticus	GCF_000020945.1
s__Bacillus_A thuringiensis_S	GCF_000021305.1
s__Acidithiobacillus ferrooxidans	GCF_000021485.1
s__Sulfurihydrogenibium azorense	GCF_000021545.1
s__Rhodobacter capsulatus_B	GCF_000021865.1
s__Jonesia denitrificans	GCF_000024065.1
s__Kangiella koreensis	GCF_000024085.1
s__Lancefieldella parvula	GCF_000024225.1
s__Thermomonospora curvata	GCF_000024385.1
s__Nitrosococcus halophilus	GCF_000024725.1
s__Streptococcus mitis_AR	GCF_000027165.1
s__Agrobacterium fabrum	GCF_000092025.1
s__Lacrimispora saccharolytica	GCF_000144625.1
s__Streptococcus mitis	GCF_000148585.2
s__Psychroflexus torquis	GCF_000153485.2
s__Halanaerobium praevalens	GCF_000165465.1
s__Pseudodesulfovibrio aespoeensis	GCF_000176915.2
s__Granulicella_C tundricola	GCF_000178975.2
s__Vulcanococcus sp000179235	GCF_000179235.2
s__Liberibacter solanacearum	GCF_000183665.1
s__Blochmannia vafer	GCF_000185985.2
s__Sphaerochaeta_A coccoides	GCF_000208385.1
s__Blattabacterium sp000233435	GCF_000233435.1
s__Simkania negevensis	GCF_000237205.1
s__Nocardia brasiliensis_B	GCF_000250675.2
s__Streptococcus oralis_L	GCF_000253155.1
s__Helicobacter cetorum_B	GCF_000259255.1
s__Helicobacter cetorum	GCF_000259275.1
s__Mycobacterium intracellulare	GCF_000277125.1
s__Phycisphaera mikurensis	GCF_000284115.1
s__Stenotrophomonas maltophilia_F	GCF_000284595.1
s__GCF-000287335 sp000287335	GCF_000287335.1
s__Streptococcus suis	GCF_000294495.1
s__Gottschalkia acidurici	GCF_000299355.1
s__Wolbachia sp000306885	GCF_000306885.1
s__Anabaenopsis sp000316625	GCF_000316625.1
s__Kinetoplastibacterium blastocrithidii	GCF_000319245.1
s__Brachyspira pilosicoli	GCF_000325665.1
s__Kinetoplastibacterium galatii	GCF_000340905.1
s__Spiroplasma chrysopicola	GCF_000400935.1
s__Bacillus_A toyonensis	GCF_000496285.1
s__Barnesiella viscericola	GCF_000512915.1
s__Corynebacterium argentoratense	GCF_000590555.1
s__Neochlamydia sp000813665	GCF_000648235.2
s__Corynebacterium imitans	GCF_000739455.1
s__Corynebacterium doosanense	GCF_000767055.1
s__Streptomyces sp000772045	GCF_000772045.1
s__Geobacter pickeringii	GCF_000817955.1
s__Bacillus_A mycoides	GCF_000832605.1
s__Sphingomonas hengshuiensis	GCF_000935025.1
s__Propionibacterium freudenreichii	GCF_000940845.1
s__Burkholderia multivorans	GCF_000959525.1
s__Clostridium_AM scatologenes	GCF_000968375.1
s__Herbaspirillum seropedicae	GCF_001040945.1
s__Oblitimonas alkaliphila	GCF_001267175.1
s__Pseudothioglobus singularis	GCF_001281385.1
s__Erythrobacter epoxidivorans	GCF_001281485.1
s__Pseudonocardia sp001294645	GCF_001294645.1
s__Gordonia phthalatica	GCF_001305675.1
s__Lentibacillus amyloliquefaciens	GCF_001307805.1
s__Haemophilus influenzae	GCF_001457655.1
s__Lacimicrobium alkaliphilum_B	GCF_001466725.1
s__Enterobacter asburiae	GCF_001521715.1
s__Thiodubiliella sp001547755	GCF_001547755.1
s__Caldimicrobium thiodismutans	GCF_001548275.1
s__Streptococcus mitis_Q	GCF_001560895.1
s__Z2-YC6860 sp001579845	GCF_001579845.1
s__Paenibacillus_N swuensis	GCF_001644605.1
s__Fervidobacterium pennivorans_A	GCF_001644665.1
s__Dokdonia donghaensis	GCF_001653755.1
s__Mitsuaria sp001653795	GCF_001653795.1
s__Mesorhizobium amorphae_B	GCF_001686985.1
s__Salipiger sp001687105	GCF_001687105.1
s__Streptococcus anginosus_C	GCF_001697145.1
s__Stenotrophomonas rhizophila_A	GCF_001704155.1
s__Burkholderia latens_A	GCF_001718795.1
s__Burkholderia stabilis	GCF_001742165.1
s__Mycobacterium sp001886515	GCF_001886515.1
s__Luteibacter rhizovicinus	GCF_001887595.1
s__Mycoplasmopsis_A pullorum	GCF_001900245.1
s__Streptomyces sp001941845	GCF_001941845.1
s__Spirosoma montaniterrae	GCF_001988955.1
s__Bartonella apis_A	GCF_002007485.1
s__Pseudomonas_E parafulva_B	GCF_002021815.1
s__Chryseobacterium indologenes_F	GCF_002025665.1
s__Thioclava electrotropha	GCF_002085925.2
s__Staphylococcus lutrae	GCF_002101335.1
s__Sulfurospirillum sp002162315	GCF_002162315.1
s__Vibrio gazogenes_A	GCF_002196515.1
s__Shewanella bicestrii	GCF_002216875.1
s__Campylobacter_D avium	GCF_002238335.1
s__Chlorobium_A sp002240205	GCF_002240205.1
s__Mucilaginibacter xinganensis	GCF_002257585.1
s__Bradyrhizobium symbiodeficiens	GCF_002266465.2
s__Pectobacterium polaris	GCF_002307355.1
s__Microcella alkaliphila_A	GCF_002355395.1
s__Thiohalobacter thiocyanaticus_A	GCF_002356355.1
s__Pseudomonas_E putida_M	GCF_002736125.1
s__Pedobacter ginsengisoli	GCF_002736205.1
s__Microvirga ossetica	GCF_002741015.1
s__Mariprofundus aestuarium	GCF_002795805.1
s__Achromobacter spanius	GCF_002812705.1
s__Spirosoma pollinicola	GCF_002831565.1
s__Desulfobulbus oralis	GCF_002952055.1
s__Deinococcus sp002953415	GCF_002953415.1
s__Shewanella sp002966515	GCF_002966515.1
s__Halomonas sp003031405	GCF_003031405.1
s__Streptomyces lunaelactis	GCF_003054555.1
s__Dokdonia sp003095655	GCF_003095655.1
s__Streptomyces tirandamycinicus	GCF_003097515.1
s__Azospirillum sp003119115	GCF_003119115.1
s__Methylobacterium terrae	GCF_003173755.1
s__Bradymonas sediminis	GCF_003258315.1
s__Burkholderia pyrrocinia_B	GCF_003330765.1
s__Metamycoplasma phocidae	GCF_003332325.1
s__Salicibibacter kimchii	GCF_003336365.1
s__Pseudomonas_E protegens_A	GCF_003363755.1
s__Gallaecimonas mangrovi	GCF_003367375.1
s__Megasphaera stantonii	GCF_003367905.1
s__Protaetiibacter intestinalis	GCF_003627075.1
s__Lactococcus allomyrinae	GCF_003627095.1
s__Serratia sp003812745	GCF_003812745.1
s__Chryseobacterium sp003815675	GCF_003815675.1
s__Pseudomonas_E sp003014915	GCF_003852315.1
s__Caenibius tardaugens	GCF_003860345.1
s__Methylotuvimicrobium sp003932755	GCF_003932755.1
s__Nocardioides baekrokdamisoli	GCF_003945325.1
s__Sulfuritortus calidifontis	GCF_003967275.1
s__Pararheinheimera sp003990335	GCF_003990335.1
s__Sulfurivermis fontis	GCF_004001245.1
s__Oenococcus sicerae	GCF_004102045.2
s__PP17-6a sp900095615	GCF_004103715.1
s__Paucimonas sp004114795	GCF_004114795.1
s__Hahella sp004135205	GCF_004135205.1
s__Methylovirgula ligni	GCF_004135935.1
s__Muriicola sp004139715	GCF_004139715.1
s__Intestinimonas butyriciproducens	GCF_004154955.1
s__Shewanella maritima	GCF_004295345.1
s__Cohnella abietis	GCF_004295585.1
s__Pseudoduganella plicata	GCF_004421005.1
s__Rhodophyticola sp004751985	GCF_004751985.1
s__Nocardioides daphniae	GCF_004777465.1
s__Flavobacterium sangjuense	GCF_004797125.1
s__Luteimonas yindakuii	GCF_004803715.2
s__Brenneria rubrifaciens	GCF_005484945.1
s__Paenibacillus sp005577435	GCF_005577435.1
s__Ruminococcus_E sp900314705	GCF_005601135.1
s__Pseudoalteromonas rubra_D	GCF_005886805.2
s__Agromyces laixinhei	GCF_006337065.1
s__Vannielia sp006351965	GCF_006351965.1
s__Roseibium sp006517275	GCF_006517275.1
s__Oecophyllibacter saccharovorans	GCF_006542375.1
s__Alkalicoccus sp006965545	GCF_006965545.2
s__Luteimonas granuli	GCF_007795095.1
s__Humibacter sp007859675	GCF_007859675.1
s__Halothece natronophila	GCF_007904085.1
s__Novosphingobium ginsenosidimutans	GCF_007954425.1
s__Pistricoccus aurantiacus	GCF_007954585.1
s__Leuconostoc lactis_A	GCF_007954625.1
s__Erwinia sp007981265	GCF_007981265.1
s__Pseudoleptotrichia goodfellowii	GCF_007990505.1
s__Serinicoccus profundi	GCF_008001015.1
s__Pseudodesulfovibrio sp008001235	GCF_008001235.1
s__Anseongella ginsenosidimutans	GCF_008033235.1
s__Spiroplasma_A chinense	GCF_008086545.1
s__Thiospirochaeta perfilievii	GCF_008329945.1
s__Streptomyces rimosus	GCF_008704655.1
s__Streptomyces spectabilis	GCF_008704795.1
s__Mesorhizobium terrae	GCF_008727715.1
s__Pseudomonas_C sp002342705	GCF_008807395.1
s__Paracoccus pantotrophus	GCF_008824185.1
s__Pseudoalteromonas sp009176705	GCF_009176705.1
s__Roseivivax sp009363255	GCF_009363255.1
s__Roseibium sp009363435	GCF_009363435.1
s__Sulfitobacter sp009363555	GCF_009363555.1
s__Sutcliffiella_A sp009363695	GCF_009363695.1
s__Sphingomicrobium ginsengisoli	GCF_009363895.1
s__Halioglobus maricola	GCF_009388985.1
s__Neisseria brasiliensis	GCF_009671065.1
s__Klebsiella oxytoca_C	GCF_009707385.1
s__Corynebacterium sp009734425	GCF_009734425.1
s__Syntrophocurvum alkaliphilum	GCF_009734445.1
s__Stappia indica_A	GCF_009789575.1
s__Anaerobacillus_A sp009818105	GCF_009818105.1
s__Pseudomonas_E sp009834515	GCF_009834515.1
s__Pseudomonas_E sp900187635	GCF_009834545.1
s__Halomonas sp002696125	GCF_009846525.1
s__Vibrio taketomensis	GCF_009938165.1
s__Mycobacterium litorale	GCF_010731695.1
s__Dysgonomonas sp011299555	GCF_011299555.1
s__Marmoricola_A sp011299595	GCF_011299595.1
s__Thermomonas sp011302915	GCF_011302915.1
s__Frederiksenia canicola	GCF_011455495.1
s__Brevibacterium sp011617245	GCF_011617245.1
s__Brevibacterium sp011617705	GCF_011617705.1
s__Bacteroides sp012113595	GCF_012113595.1
s__Pelagibacter giovannonii	GCF_012276695.1
s__Parasphingorhabdus sp012516475	GCF_012516475.1
s__Massilia sp012849555	GCF_012849555.1
s__Pseudomonas_E sp012935755	GCF_012935755.1
s__Limnobacter sp002954425	GCF_013004065.1
s__Comamonas antarcticus	GCF_013363755.1
s__Amycolatopsis sp013364075	GCF_013364075.1
s__Wolbachia sp013365495	GCF_013365495.1
s__Campylobacter hyointestinalis	GCF_013372145.1
s__Campylobacter_A mucosalis	GCF_013372205.1
s__Sphingomonas sp013374095	GCF_013374095.1
s__Campylobacter infans	GCF_013416015.1
s__Allorhizobium vitis_D	GCF_013426735.1
s__Blattabacterium cuenoti_Y	GCF_014252415.1
s__Neisseria musculi	GCF_014297595.1
s__NSJ-61 sp003433845	GCF_014337235.1
s__Raphidiopsis curvispora_A	GCF_014489415.1
s__Acidovorax_F monticola	GCF_014489595.1
s__Vesicomyosocius sp014706615	GCF_014706615.1
s__Luteimonas sp014212025	GCF_014764385.1
s__Pseudomonas_E allokribbensis	GCF_014863605.1
s__Trueperella pecoris	GCF_014926385.1
s__Halomonas sp014931605	GCF_014931605.1
s__Humisphaera borealis	GCF_015169395.1
s__Microbacterium sp015277855	GCF_015277855.1
s__Echinicola sp015533855	GCF_015533855.1
s__MT2928 sp015679265	GCF_015679265.1
s__Methylomonas sp015711015	GCF_015711015.1
s__Cyanobium_A sp015840335	GCF_015840335.1
s__Curtobacterium sp016267665	GCF_016267665.1
s__SO9 sp016406125	GCF_016406125.1
s__Lysobacter solisilvae_A	GCF_016613535.2
s__Streptococcus mitis_BT	GCF_016658865.1
s__Croceicoccus sp016745095	GCF_016745095.1
s__DUSC01 sp016756615	GCF_016756615.1
s__Heyndrickxia vini	GCF_016772275.1
s__Shewanella litorisediminis	GCF_016834455.1
s__Serratia marcescens	GCF_017299535.1
s__Rhizobium lentis	GCF_017352135.1
s__Rhizobium bangladeshense	GCF_017357245.1
s__Sulfurimonas sp017357825	GCF_017357825.1
s__Arthrobacter_F crystallopoietes_B	GCF_017603825.1
s__Rhodoferax sp017948265	GCF_017948265.1
s__Shewanella sp018223345	GCF_018223345.1
s__Clostridium beijerinckii	GCF_018223745.1
s__Synechocystis sp018282115	GCF_018282115.1
s__Pseudomonas_E cichorii	GCF_018343775.1
s__Chlamydophila sp018343815	GCF_018343815.1
s__Cupriavidus sp018729255	GCF_018729255.1
s__Lysobacter sp018847975	GCF_018847975.1
s__Pseudomonas_E cichorii_C	GCF_018968705.1
s__Polynucleobacter necessarius_G	GCF_900095195.1
s__Ndongobacter massiliensis	GCF_900120375.1
s__Psychrobacter sp900168255	GCF_900168255.1
s__Chlamydia suis	GCF_900169085.1
s__Phoenicibacter congonensis	GCF_900169485.1
s__Corynebacterium ulcerans	GCF_900187135.1
s__Planobacterium taklimakanense	GCF_900187185.1
s__Gordonibacter urolithinfaciens	GCF_900199375.1
s__Kuenenia stuttgartiensis	GCF_900232105.1
s__Vibrio tapetis	GCF_900233005.1
s__Orientia tsutsugamushi	GCF_900327275.1
s__Bipolaricaulis anaerobius	GCF_900465355.1
s__Mycobacterium hassiacum	GCF_900603025.1
s__MARSEILLE-P3954 sp900604345	GCF_900604345.1
s__Tatlockia jordanis	GCF_900637635.1
s__Acholeplasma hippikon	GCF_900660755.1
s__Gemmata massiliana_A	GCF_901538265.1
s__Xanthomonas campestris	GCF_000007145.1
s__Chlamydophila caviae	GCF_000007605.1
s__Chromobacterium violaceum	GCF_000007705.1
s__Prochlorococcus marinus	GCF_000007925.1
s__Gemmatimonas aurantiaca	GCF_000010305.1
s__Thermosynechococcus elongatus_A	GCF_000011345.1
s__Neorickettsia sennetsu	GCF_000013165.1
s__Halorhodospira halophila	GCF_000015585.1
s__Fervidobacterium nodosum	GCF_000017545.1
s__Rickettsia akari	GCF_000018205.1
s__Geotalea daltonii	GCF_000022265.1
s__Blattabacterium sp000022605	GCF_000022605.2
s__Catenulispora acidiphila	GCF_000024025.1
s__Anaerococcus prevotii	GCF_000024105.1
s__Xylanimonas cellulosilytica	GCF_000024965.1
s__Frankia alni	GCF_000058485.1
s__Metamycoplasma hominis	GCF_000085865.1
s__Methylotenera versatilis	GCF_000093025.1
s__Nitrosococcus watsonii	GCF_000143085.1
s__Acidovorax_A avenae	GCF_000176855.2
s__Mycoplasma leachii	GCF_000183365.1
s__Marivirga tractuosa	GCF_000183425.1
s__Deinococcus_B maricopensis	GCF_000186385.1
s__Deinococcus proteolyticus	GCF_000190555.1
s__Desulfurobacterium thermolithotrophum	GCF_000191045.1
s__Marinithermus hydrothermalis	GCF_000195335.1
s__Bdellovibrio bacteriovorus	GCF_000196175.1
s__Bartonella tribocorum	GCF_000196435.1
s__Aliivibrio salmonicida_A	GCF_000196495.1
s__Bifidobacterium longum	GCF_000196555.1
s__Acidiphilium multivorum	GCF_000202835.1
s__Porphyromonas asaccharolytica	GCF_000212375.1
s__Glaciecola nitratireducens	GCF_000226565.1
s__Thiomicrospira aerophila	GCF_000227665.2
s__Sporotomaculum gibsoniae	GCF_000233715.2
s__Blattabacterium punctulatus	GCF_000236405.1
s__Thermus sp000236585	GCF_000236585.1
s__Bacillus_BU sp000242895	GCF_000242895.2
s__Acetobacterium woodii	GCF_000247605.1
s__Marinitoga piezophila	GCF_000255135.1
s__Sulfurospirillum barnesii	GCF_000265295.1
s__Ornithobacterium rhinotracheale	GCF_000265465.1
s__Azospirillum lipoferum_C	GCF_000283655.1
s__Sulfuricella denitrificans	GCF_000297055.2
s__Acidovorax sp000302535	GCF_000302535.1
s__Mycobacterium haemophilum	GCF_000340435.2
s__Clostridium saccharoperbutylacetonicum	GCF_000340885.1
s__Ilumatobacter_A coccineus	GCF_000348785.1
s__Spiroplasma_A diminutum	GCF_000439455.1
s__Spiroplasma_A apis	GCF_000500935.1
s__Corynebacterium casei	GCF_000550785.1
s__Chlamydophila avium	GCF_000583875.1
s__Peptoclostridium_A acidaminophilum	GCF_000597865.1
s__Draconibacterium orientale	GCF_000626635.1
s__Streptococcus mitis_AQ	GCF_000722765.2
s__Alteromonas australica	GCF_000730385.1
s__Weissella ceti_A	GCF_000750535.1
s__Paenibacillus sp000758585	GCF_000758585.1
s__Streptomyces glaucescens	GCF_000761215.1
s__Rhizobium leguminosarum_E	GCF_000769405.2
s__Curtobacterium sp000772085	GCF_000772085.1
s__Lentilactobacillus curieae	GCF_000785105.2
s__Frischella perrara	GCF_000807275.1
s__Pandoraea fibrosis	GCF_000807775.2
s__Jeotgalibacillus malaysiensis	GCF_000818095.1
s__Pseudomonas_E sp000829415	GCF_000829415.1
s__Pseudomonas_E sp000931465	GCF_000931465.1
s__Psychromicrobium lacuslunae	GCF_000950575.1
s__Methylotuvimicrobium alcaliphilum	GCF_000968535.2
s__Pantoea_A carbekii	GCF_000971765.1
s__Pontibacter korlensis	GCF_000973725.1
s__Pseudomonas_E chlororaphis_E	GCF_001023535.1
s__Kosmotoga_B pacifica	GCF_001027025.1
s__Spiroplasma eriocheiris	GCF_001029265.1
s__Brevibacillus brevis_C	GCF_001039275.2
s__Thauera humireducens	GCF_001051995.2
s__Bacteroides ovatus	GCF_001314995.1
s__Blastochloris viridis	GCF_001402875.1
s__Halomonas huangheensis	GCF_001431725.1
s__Streptococcus pneumoniae	GCF_001457635.1
s__Pseudomonas_B oryzihabitans_E	GCF_001518815.1
s__Aerococcus sanguinicola	GCF_001543145.1
s__Halomonas chromatireducens	GCF_001545155.1
s__Leptotrichia sp001553645	GCF_001553645.1
s__Pseudodesulfovibrio indicus	GCF_001563225.1
s__TC1 sp001584725	GCF_001584725.1
s__Staphylococcus condimenti	GCF_001618885.1
s__Mycobacterium chelonae	GCF_001632805.1
s__Denitrobacterium detoxificans	GCF_001643775.1
s__Buchnera aphidicola_N	GCF_001648115.1
s__Lelliottia amnigena_A	GCF_001652505.2
s__Arachidicoccus sp001659705	GCF_001659705.1
s__Planococcus maritimus	GCF_001687625.2
s__Blautia pseudococcoides	GCF_001689125.2
s__Limnothrix sp001693275	GCF_001693275.1
s__Chlorobaculum limnaeum	GCF_001747405.1
s__Acidihalobacter yilgarnenesis	GCF_001753245.1
s__Clostridium_W formicaceticum	GCF_001854185.1
s__Anaerobacillus isosaccharinicus	GCF_001866075.3
s__QBMD01 sp001885215	GCF_001885215.1
s__Francisella hispaniensis	GCF_001885235.1
s__Halomonas aestuarii	GCF_001886615.1
s__Spiroplasma citri	GCF_001886855.1
s__Salaquimonas pukyongi	GCF_001953055.1
s__Poseidonibacter parvus	GCF_001956695.1
s__Novibacillus thermophilus	GCF_002005165.1
s__Streptococcus pyogenes	GCF_002055535.1
s__Spirosoma aerolatum	GCF_002056795.1
s__Halomicronema_B hongdechloris	GCF_002075285.3
s__Shewanella japonica	GCF_002075795.1
s__Sphingobium herbicidovorans	GCF_002080435.1
s__Bacillus_A thuringiensis	GCF_002119445.1
s__Pseudomonas_E sp002163625	GCF_002163625.1
s__Acinetobacter sp002165305	GCF_002165305.2
s__Parasphingorhabdus sp002218195	GCF_002218195.1
s__Serratia marcescens_K	GCF_002220655.1
s__Paenarthrobacter sp002224285	GCF_002224285.1
s__Bacterioplanes sanyensis_A	GCF_002237535.1
s__Paenibacillus_O sp002243345	GCF_002243345.2
s__Peribacillus simplex	GCF_002243645.1
s__Herbaspirillum sp002257565	GCF_002257565.1
s__Cystobacter fuscus_A	GCF_002305875.1
s__Nitrosoglobus terrae	GCF_002356115.1
s__Rhizobium acidisoli	GCF_002531755.2
s__Solibacillus sp002736105	GCF_002736105.1
s__Paenibacillus_C sp002741035	GCF_002741035.1
s__Williamsoniiplasma luminosum	GCF_002803985.1
s__Polaribacter sp002831685	GCF_002831685.1
s__Shewanella sp002838165	GCF_002838165.1
s__Paraburkholderia terrae	GCF_002902925.1
s__Pukyongiella litopenaei	GCF_003008555.2
s__Algicoccus marinus	GCF_003058465.1
s__Streptomyces nigra	GCF_003074055.1
s__Microvirga sp003151255	GCF_003151255.1
s__Methylobacterium radiodurans	GCF_003173735.1
s__Aurantimicrobium sp003194085	GCF_003194085.1
s__Pseudomonas_E putida_S	GCF_003228315.1
s__Paraliobacillus_A zengyii	GCF_003268595.1
s__Faecalibacterium prausnitzii_G	GCF_003293635.1
s__Streptomyces sp003330845	GCF_003330845.1
s__Malaciobacter mytili	GCF_003346775.1
s__Paraburkholderia caffeinilytica	GCF_003368325.1
s__Streptomyces sp003369795	GCF_003369795.1
s__Robertmurraya sp003586445	GCF_003586445.1
s__Sphingopyxis sp003609835	GCF_003609835.1
s__Apilactobacillus bombintestini	GCF_003627035.1
s__Metabacillus litoralis_B	GCF_003667825.1
s__Caulobacter flavus	GCF_003722335.1
s__Tetragenococcus osmophilus	GCF_003795125.1
s__Cupriavidus pauculus_C	GCF_003854935.1
s__Tabrizicola piscis	GCF_003940805.1
s__Bosea sp003952665	GCF_003952665.1
s__Devosia sp004005995	GCF_004005995.1
s__Pseudomonas_E sp002112885	GCF_004006335.1
s__Pseudoalteromonas sp001282135	GCF_004014715.1
s__Apibacter raozihei	GCF_004014855.1
s__Allosphingosinicella sp004135585	GCF_004135585.1
s__Thermaerobacter sp004634385	GCF_004634385.1
s__Campylobacter_A sp004803835	GCF_004803835.1
s__Pseudomonas_E putida_V	GCF_005080685.1
s__Buchnera aphidicola_AE	GCF_005081445.1
s__Buchnera aphidicola_Z	GCF_005082585.1
s__Vibrio cyclitrophicus	GCF_005144905.1
s__Vagococcus_A zengguangii	GCF_005145005.1
s__Microbacterium sp005347485	GCF_005347485.1
s__Brachybacterium sp005490785	GCF_005490785.1
s__Jejubacter calystegiae	GCF_005671395.1
s__Sutterella faecalis	GCF_006337085.1
s__Hymenobacter sp006352025	GCF_006352025.1
s__Microbacterium foliorum_B	GCF_006385575.1
s__Lactococcus_A paracarnosus	GCF_006770285.1
s__Microbulbifer sp007183175	GCF_007183175.1
s__Mycoplasmopsis_A anserisalpingitidis_A	GCF_007858495.1
s__Dickeya poaceiphila	GCF_007858975.2
s__Baekduia soli	GCF_007970665.1
s__Leptotrichia hofstadii	GCF_007990525.1
s__Homoserinimonas sp008001035	GCF_008001035.1
s__Kushneria phosphatilytica	GCF_008247605.1
s__Extibacter hylemonae	GCF_008281175.1
s__Streptomyces venezuelae	GCF_008639165.1
s__Streptomyces venezuelae_C	GCF_008642295.1
s__Hypericibacter adhaerens	GCF_008728835.1
s__Pseudobutyrivibrio xylanivorans_A	GCF_008935055.1
s__Sulfurimonas sp009068765	GCF_009068765.1
s__Bacteroides luhongzhouii	GCF_009193295.2
s__Streptomyces tsukubensis_B	GCF_009296025.1
s__Halomonas sp009363755	GCF_009363755.1
s__Phnomibacter ginsenosidimutans	GCF_009740285.1
s__Pseudomonas_A stutzeri_R	GCF_009789555.1
s__Microcystis viridis	GCF_009792235.1
s__Kordia antarctica	GCF_009901525.1
s__Salinibacillus sp010092505	GCF_010092505.1
s__Paenibacillus_Z lycopersici	GCF_010119935.1
s__Streptococcus thermophilus	GCF_010120595.1
s__Ancyclobacter_A pratisalsi	GCF_010669125.1
s__Aminipila butyrica	GCF_010669305.1
s__Mycobacterium shinjukuense	GCF_010730055.1
s__Mycobacterium parmense	GCF_010730575.1
s__Providencia vermicola_A	GCF_010748935.1
s__Nocardioides piscis	GCF_011300215.1
s__Nocardioides sp011420305	GCF_011420305.2
s__ZJ450 sp011751885	GCF_011751885.2
s__Allofrancisella frigidaquae	GCF_012222825.1
